"","stock_name","brood_year","survival_index","value"
"3133","Quesnel",2012,"lnRS",0.921453422606333
"3134","Quesnel",2013,"lnRS",-1.40247971798762
"3135","Quesnel",2014,"lnRS",-0.451103091259275
"3136","Quesnel",2015,"lnRS",-3.10939477947436
"3193","Raft",2006,"lnRS",-0.306500903478734
"3194","Raft",2007,"lnRS",-1.52287676826949
"3195","Raft",2008,"lnRS",-0.273772805579038
"3196","Raft",2009,"lnRS",-0.174454608365477
"3197","Raft",2010,"lnRS",0.869493273612788
"3198","Raft",2011,"lnRS",-0.26740133503739
"3199","Raft",2012,"lnRS",0.510134683822794
"3200","Raft",2013,"lnRS",-2.26690680029036
"3201","Raft",2014,"lnRS",-1.60438310294276
"3202","Raft",2015,"lnRS",-4.08702910680206
"3246","Scotch",2006,"lnRS",0.615068373595585
"3247","Scotch",2007,"lnRS",0.418993346367963
"3248","Scotch",2008,"lnRS",1.26383968072761
"3249","Scotch",2009,"lnRS",0.775336990889954
"3250","Scotch",2010,"lnRS",-0.81666341656941
"3251","Scotch",2011,"lnRS",-1.27014446570505
"3252","Scotch",2012,"lnRS",-0.283512403463422
"3253","Scotch",2013,"lnRS",-1.30750511886674
"3254","Scotch",2014,"lnRS",-0.284106822155677
"3255","Scotch",2015,"lnRS",-1.49724089159845
"3312","Seymour",2006,"lnRS",0.93717452992837
"3313","Seymour",2007,"lnRS",-0.810034391719386
"3314","Seymour",2008,"lnRS",0.136559172463827
"3315","Seymour",2009,"lnRS",0.731835594525636
"3316","Seymour",2010,"lnRS",-1.93504843023805
"3317","Seymour",2011,"lnRS",-1.17041695029815
"3318","Seymour",2012,"lnRS",-0.814775906679828
"3319","Seymour",2013,"lnRS",-2.52291757781143
"3320","Seymour",2014,"lnRS",-0.044846536729563
"3321","Seymour",2015,"lnRS",-2.00191664819158
"3378","Stellako",2006,"lnRS",-0.105415543610992
"3379","Stellako",2007,"lnRS",0.0751615849081056
"3380","Stellako",2008,"lnRS",-0.638849469266465
"3381","Stellako",2009,"lnRS",0.48340916429532
"3382","Stellako",2010,"lnRS",0.763876391053379
"3383","Stellako",2011,"lnRS",-1.11250467201058
"3384","Stellako",2012,"lnRS",-2.12654624001759
"3385","Stellako",2013,"lnRS",-0.94400027407287
"3386","Stellako",2014,"lnRS",-1.49453247975715
"3387","Stellako",2015,"lnRS",-2.38802028001511
